"Provinsi","Kabupaten","Kecamatan ","Kelurahan"
"ACEH","ACEH TAMIANG","RANTAU","ALUR MANIS "
"ACEH","ACEH TAMIANG","RANTAU","BENUA RAJA "
"ACEH","ACEH TAMIANG","RANTAU","INGIN JAYA "
"ACEH","ACEH TAMIANG","RANTAU","JAMUR JELATANG "
"ACEH","ACEH TAMIANG","RANTAU","JAMUR LABU "
"ACEH","ACEH TAMIANG","RANTAU","KAMPUNG DURIAN "
"ACEH","ACEH TAMIANG","RANTAU","KEBUN RANTAU "
"ACEH","ACEH TAMIANG","RANTAU","LANDUH "
"ACEH","ACEH TAMIANG","RANTAU","PAYA BEDI "
"ACEH","ACEH TAMIANG","RANTAU","PERTAMINA "
"ACEH","ACEH TAMIANG","RANTAU","RANTAU PAUH "
"ACEH","ACEH TAMIANG","RANTAU","SUKA JADI "
"ACEH","ACEH TAMIANG","RANTAU","SUKA MULIA "
"ACEH","ACEH TAMIANG","RANTAU","SUKA RAHMAT "
"ACEH","ACEH TAMIANG","RANTAU","SUKA RAKYAT "
"ACEH","ACEH TAMIANG","SEKERAK","BALING KARANG "
"ACEH","ACEH TAMIANG","SEKERAK","BANDAR MAHLIGAI "
"ACEH","ACEH TAMIANG","SEKERAK","JUAR "
"ACEH","ACEH TAMIANG","SEKERAK","KEBON BATANG ARA "
"ACEH","ACEH TAMIANG","SEKERAK","LUBUK SIDUP "
"ACEH","ACEH TAMIANG","SEKERAK","PANTAI PERLAK "
"ACEH","ACEH TAMIANG","SEKERAK","PANTAI TINJAU "
"ACEH","ACEH TAMIANG","SEKERAK","PEMATANG DURIAN "
"ACEH","ACEH TAMIANG","SEKERAK","SEKERAK KANAN "
"ACEH","ACEH TAMIANG","SEKERAK","SEKERAK KIRI "
"ACEH","ACEH TAMIANG","SEKERAK","SEKUMUR "
"ACEH","ACEH TAMIANG","SEKERAK","SUKA MAKMUR "
"ACEH","ACEH TAMIANG","SEKERAK","SULUM "
"ACEH","ACEH TAMIANG","SEKERAK","TANJUNG GELUMPANG "
"ACEH","ACEH TAMIANG","SERUWAY","AIR MASIN "
"ACEH","ACEH TAMIANG","SERUWAY","ALUR ALIM "
"ACEH","ACEH TAMIANG","SERUWAY","BINJAI "
"ACEH","ACEH TAMIANG","SERUWAY","GEDUNG BIARA "
"ACEH","ACEH TAMIANG","SERUWAY","GELUNG "
"ACEH","ACEH TAMIANG","SERUWAY","KAMPUNG BARU "
"ACEH","ACEH TAMIANG","SERUWAY","KUALA PUSONG KAPAL "
"ACEH","ACEH TAMIANG","SERUWAY","LUBUK DAMAR "
"ACEH","ACEH TAMIANG","SERUWAY","MATANG SENTANG "
"ACEH","ACEH TAMIANG","SERUWAY","MUKA SUNGAI KURUK "
"ACEH","ACEH TAMIANG","SERUWAY","PADANG LANGGIS "
"ACEH","ACEH TAMIANG","SERUWAY","PANTAI BALAI "
"ACEH","ACEH TAMIANG","SERUWAY","PAYA UDANG "
"ACEH","ACEH TAMIANG","SERUWAY","PERK GEDUNG BIARA "
"ACEH","ACEH TAMIANG","SERUWAY","PERKEBUNAN SERUWAY "
"ACEH","ACEH TAMIANG","SERUWAY","PEUKAN SERUWAY "
"ACEH","ACEH TAMIANG","SERUWAY","SIDODADI "
"ACEH","ACEH TAMIANG","SERUWAY","SUKA RAMAI DUA "
"ACEH","ACEH TAMIANG","SERUWAY","SUKA RAMAI SATU "
"ACEH","ACEH TAMIANG","SERUWAY","SUNGAI KURUK I "
"ACEH","ACEH TAMIANG","SERUWAY","SUNGAI KURUK II "
"ACEH","ACEH TAMIANG","SERUWAY","SUNGAI KURUK III "
"ACEH","ACEH TAMIANG","SERUWAY","TANGSI LAMA "
"ACEH","ACEH TAMIANG","SERUWAY","TUALANG "
"ACEH","ACEH TAMIANG","TAMIANG HULU","ALUR TANI I "
"ACEH","ACEH TAMIANG","TAMIANG HULU","ALUR TANI II "
"ACEH","ACEH TAMIANG","TAMIANG HULU","BANDAR KHALIFAH "
"ACEH","ACEH TAMIANG","TAMIANG HULU","BANDAR SETIA "
"ACEH","ACEH TAMIANG","TAMIANG HULU","HARUM SARI "
"ACEH","ACEH TAMIANG","TAMIANG HULU","KALOY "
"ACEH","ACEH TAMIANG","TAMIANG HULU","PERK PULAU TIGA "
"ACEH","ACEH TAMIANG","TAMIANG HULU","RONGOH "
"ACEH","ACEH TAMIANG","TAMIANG HULU","WONO SARI "
"ACEH","ACEH TAMIANG","TENGGULUN","RIMBA SAWANG "
"ACEH","ACEH TAMIANG","TENGGULUN","SELAMAT "
"ACEH","ACEH TAMIANG","TENGGULUN","SIMPANG KIRI "
"ACEH","ACEH TAMIANG","TENGGULUN","TEBING TINGGI "
"ACEH","ACEH TAMIANG","TENGGULUN","TENGGULUN "
"ACEH","ACEH TENGAH","ATU LINTANG","ATU LINTANG "
"ACEH","ACEH TENGAH","ATU LINTANG","BINTANG KEKELIP "
"ACEH","ACEH TENGAH","ATU LINTANG","DAMAR MULYO "
"ACEH","ACEH TENGAH","ATU LINTANG","GAYO MURNI "
"ACEH","ACEH TENGAH","ATU LINTANG","KEPALA AKAL "
"ACEH","ACEH TENGAH","ATU LINTANG","MERAH JERNANG "
"ACEH","ACEH TENGAH","ATU LINTANG","MERAH MEGE "
"ACEH","ACEH TENGAH","ATU LINTANG","MERAH MUYANG "
"ACEH","ACEH TENGAH","ATU LINTANG","MERAH PUPUK "
"ACEH","ACEH TENGAH","ATU LINTANG","PANTAN DAMAR "
"ACEH","ACEH TENGAH","ATU LINTANG","TANOH ABU "
"ACEH","ACEH TENGAH","BEBESEN","ATU GAJAH REJE GURU "
"ACEH","ACEH TENGAH","BEBESEN","ATU TULU "
"ACEH","ACEH TENGAH","BEBESEN","BAHGIE "
"ACEH","ACEH TENGAH","BEBESEN","BEBESEN "
"ACEH","ACEH TENGAH","BEBESEN","BLANG GELE "
"ACEH","ACEH TENGAH","BEBESEN","BLANG KOLAK I "
"ACEH","ACEH TENGAH","BEBESEN","BLANG KOLAK II "
"ACEH","ACEH TENGAH","BEBESEN","BURBIAH "
"ACEH","ACEH TENGAH","BEBESEN","CALO BLANG GELE "
"ACEH","ACEH TENGAH","BEBESEN","DALING "
"ACEH","ACEH TENGAH","BEBESEN","EMPUS TALU "
"ACEH","ACEH TENGAH","BEBESEN","GELE LAH "
"ACEH","ACEH TENGAH","BEBESEN","KALA KEMILI "
"ACEH","ACEH TENGAH","BEBESEN","KEBET "
"ACEH","ACEH TENGAH","BEBESEN","KEMILI "
"ACEH","ACEH TENGAH","BEBESEN","KERAMAT MUFAKAT "
"ACEH","ACEH TENGAH","BEBESEN","LELABU "
"ACEH","ACEH TENGAH","BEBESEN","LEMAH BURBANA "
"ACEH","ACEH TENGAH","BEBESEN","MAH BENGI "
"ACEH","ACEH TENGAH","BEBESEN","MONGAL "
"ACEH","ACEH TENGAH","BEBESEN","NUNANG ANTARA "
"ACEH","ACEH TENGAH","BEBESEN","PENDERE SARIL "
"ACEH","ACEH TENGAH","BEBESEN","SADONG JURU MUDI "
"ACEH","ACEH TENGAH","BEBESEN","SIMPANG EMPAT "
"ACEH","ACEH TENGAH","BEBESEN","TAN SARIL "
"ACEH","ACEH TENGAH","BEBESEN","TENSAREN "
"ACEH","ACEH TENGAH","BEBESEN","ULU NUWIH "
"ACEH","ACEH TENGAH","BEBESEN","UMANG "
"ACEH","ACEH TENGAH","BIES","ARUL LATONG "
"ACEH","ACEH TENGAH","BIES","ATANG JUNGKET "
"ACEH","ACEH TENGAH","BIES","BIES BARU "
"ACEH","ACEH TENGAH","BIES","BIES MULIE "
"ACEH","ACEH TENGAH","BIES","BIES PENENTANAN "
"ACEH","ACEH TENGAH","BIES","KARANG BAYUR "
"ACEH","ACEH TENGAH","BIES","LENGA "
"ACEH","ACEH TENGAH","BIES","PUCUK DEKU "
"ACEH","ACEH TENGAH","BIES","SIMPANG LUKUP BADAK "
"ACEH","ACEH TENGAH","BIES","SIMPANG UNING NIKEN "
"ACEH","ACEH TENGAH","BIES","TEBES LUES "
"ACEH","ACEH TENGAH","BIES","UNING PEGANTUNGEN "
"ACEH","ACEH TENGAH","BINTANG","ATU PAYUNG "
"ACEH","ACEH TENGAH","BINTANG","BALE NOSAR "
"ACEH","ACEH TENGAH","BINTANG","BAMIL NOSAR "
"ACEH","ACEH TENGAH","BINTANG","BEWANG "
"ACEH","ACEH TENGAH","BINTANG","DEDAMAR "
"ACEH","ACEH TENGAH","BINTANG","GEGARANG "
"ACEH","ACEH TENGAH","BINTANG","GELE PULO "
"ACEH","ACEH TENGAH","BINTANG","GENUREN "
"ACEH","ACEH TENGAH","BINTANG","JAMUR KONYEL "
"ACEH","ACEH TENGAH","BINTANG","KALA BINTANG "
"ACEH","ACEH TENGAH","BINTANG","KALA SEGI "
"ACEH","ACEH TENGAH","BINTANG","KEJURUN SYIAH UTAMA "
"ACEH","ACEH TENGAH","BINTANG","KELITU "
"ACEH","ACEH TENGAH","BINTANG","KUALA I "
"ACEH","ACEH TENGAH","BINTANG","KUALA II "
"ACEH","ACEH TENGAH","BINTANG","LINUNG BULEN I "
"ACEH","ACEH TENGAH","BINTANG","LINUNG BULEN II "
"ACEH","ACEH TENGAH","BINTANG","MENGAYA "
"ACEH","ACEH TENGAH","BINTANG","MERODOT "
"ACEH","ACEH TENGAH","BINTANG","MUDE NOSAR "
"ACEH","ACEH TENGAH","BINTANG","SERULE "
"ACEH","ACEH TENGAH","BINTANG","SINTEP "
"ACEH","ACEH TENGAH","BINTANG","WAKIL JALIL "
"ACEH","ACEH TENGAH","BINTANG","WIHLAH SETIE "
"ACEH","ACEH TENGAH","CELALA","ARUL GADING "
"ACEH","ACEH TENGAH","CELALA","BERAWANG GADING "
"ACEH","ACEH TENGAH","CELALA","BLANG DELEM "
"ACEH","ACEH TENGAH","CELALA","BLANG KEKUMUR "
"ACEH","ACEH TENGAH","CELALA","CELALA "
"ACEH","ACEH TENGAH","CELALA","CIBRO "
"ACEH","ACEH TENGAH","CELALA","DEPET INDAH "
"ACEH","ACEH TENGAH","CELALA","KUYUN "
"ACEH","ACEH TENGAH","CELALA","KUYUN TOA "
"ACEH","ACEH TENGAH","CELALA","KUYUN UKEN "
"ACEH","ACEH TENGAH","CELALA","MAKMUR "
"ACEH","ACEH TENGAH","CELALA","MELALA "
"ACEH","ACEH TENGAH","CELALA","PAYA KOLAK "
"ACEH","ACEH TENGAH","CELALA","RAMUNG ARA "
"ACEH","ACEH TENGAH","CELALA","SEPAKAT "
"ACEH","ACEH TENGAH","CELALA","TANOH DEPET "
"ACEH","ACEH TENGAH","CELALA","UNING BERAWANG RAMUNG "
"ACEH","ACEH TENGAH","JAGONG JEGET","BERAWANG DEWAL "
"ACEH","ACEH TENGAH","JAGONG JEGET","BUKIT KEMUNING "
"ACEH","ACEH TENGAH","JAGONG JEGET","BUKIT SARI "
"ACEH","ACEH TENGAH","JAGONG JEGET","GEGARANG "
"ACEH","ACEH TENGAH","JAGONG JEGET","JAGONG JEGET "
"ACEH","ACEH TENGAH","JAGONG JEGET","JEGET AYU "
"ACEH","ACEH TENGAH","JAGONG JEGET","MERAH SAID "
"ACEH","ACEH TENGAH","JAGONG JEGET","PAYA DEDEP "
"ACEH","ACEH TENGAH","JAGONG JEGET","PAYA TUNGEL "
"ACEH","ACEH TENGAH","JAGONG JEGET","TELEGE SARI "
"ACEH","ACEH TENGAH","KEBAYAKAN","BUKIT "
"ACEH","ACEH TENGAH","KEBAYAKAN","BUKIT IWIH TAMI DELEM "
"ACEH","ACEH TENGAH","KEBAYAKAN","BUKIT SAMA "
"ACEH","ACEH TENGAH","KEBAYAKAN","GUNUNG BAHGIE "
"ACEH","ACEH TENGAH","KEBAYAKAN","GUNUNG BALOHEN "
"ACEH","ACEH TENGAH","KEBAYAKAN","GUNUNG BUKIT "
"ACEH","ACEH TENGAH","KEBAYAKAN","JONGOK BATHIN "
"ACEH","ACEH TENGAH","KEBAYAKAN","JONGOK MELUEM "
"ACEH","ACEH TENGAH","KEBAYAKAN","KALA LENGKIO "
"ACEH","ACEH TENGAH","KEBAYAKAN","KELUPAK MATA "
"ACEH","ACEH TENGAH","KEBAYAKAN","KUTE LOT "
"ACEH","ACEH TENGAH","KEBAYAKAN","LOT KALA "
"ACEH","ACEH TENGAH","KEBAYAKAN","MENDALE "
"ACEH","ACEH TENGAH","KEBAYAKAN","PAYA REJE TAMI DELEM "
"ACEH","ACEH TENGAH","KEBAYAKAN","PAYA TUMPI "
"ACEH","ACEH TENGAH","KEBAYAKAN","PAYA TUMPI BARU "
"ACEH","ACEH TENGAH","KEBAYAKAN","PAYA TUMPI I "
"ACEH","ACEH TENGAH","KEBAYAKAN","PINANGAN "
"ACEH","ACEH TENGAH","KEBAYAKAN","TELEGE ATU "
"ACEH","ACEH TENGAH","KEBAYAKAN","TIMANGAN GADING "
"ACEH","ACEH TENGAH","KETOL","BAH "
"ACEH","ACEH TENGAH","KETOL","BERGANG "
"ACEH","ACEH TENGAH","KETOL","BINTANG PEPARA "
"ACEH","ACEH TENGAH","KETOL","BLANG MANCUNG "
"ACEH","ACEH TENGAH","KETOL","BLANG MANCUNG BAWAH "
"ACEH","ACEH TENGAH","KETOL","BUGE ARA "
"ACEH","ACEH TENGAH","KETOL","BURLAH "
"ACEH","ACEH TENGAH","KETOL","BUTER "
"ACEH","ACEH TENGAH","KETOL","CANG DURI "
"ACEH","ACEH TENGAH","KETOL","GELUMPANG PAYUNG "
"ACEH","ACEH TENGAH","KETOL","GENTING BULEN "
"ACEH","ACEH TENGAH","KETOL","JALAN TENGAH "
"ACEH","ACEH TENGAH","KETOL","JALUK "
"ACEH","ACEH TENGAH","KETOL","JERATA "
"ACEH","ACEH TENGAH","KETOL","KALA KETOL "
"ACEH","ACEH TENGAH","KETOL","KARANG AMPAR "
"ACEH","ACEH TENGAH","KETOL","KEKUYANG "
"ACEH","ACEH TENGAH","KETOL","KUTE GELIME "
"ACEH","ACEH TENGAH","KETOL","PANTAN PENYO "
"ACEH","ACEH TENGAH","KETOL","PANTAN REDUK "
"ACEH","ACEH TENGAH","KETOL","PONDOK BALIK "
"ACEH","ACEH TENGAH","KETOL","REJEWALI "
"ACEH","ACEH TENGAH","KETOL","SELON "
"ACEH","ACEH TENGAH","KETOL","SEREMPAH "
"ACEH","ACEH TENGAH","KETOL","SIMPANG JULI "
"ACEH","ACEH TENGAH","KUTE PANANG","ATU GOGOP "
"ACEH","ACEH TENGAH","KUTE PANANG","BALIK "
"ACEH","ACEH TENGAH","KUTE PANANG","BLANG BALIK "
"ACEH","ACEH TENGAH","KUTE PANANG","BUKIT RATA "
"ACEH","ACEH TENGAH","KUTE PANANG","BUTER BALIK "
"ACEH","ACEH TENGAH","KUTE PANANG","DEDINGIN "
"ACEH","ACEH TENGAH","KUTE PANANG","EMPU BALIK "
"ACEH","ACEH TENGAH","KUTE PANANG","KALA NONGKAL "
"ACEH","ACEH TENGAH","KUTE PANANG","KUTE PANANG "
"ACEH","ACEH TENGAH","KUTE PANANG","LUKUB SABUN "
"ACEH","ACEH TENGAH","KUTE PANANG","LUKUB SABUN BARAT "
"ACEH","ACEH TENGAH","KUTE PANANG","LUKUB SABUN TENGAH "
"ACEH","ACEH TENGAH","KUTE PANANG","LUKUB SABUN TIMUR "
"ACEH","ACEH TENGAH","KUTE PANANG","PANTAN JERIK "
"ACEH","ACEH TENGAH","KUTE PANANG","PANTAN SILE "
"ACEH","ACEH TENGAH","KUTE PANANG","RATA WALI "
"ACEH","ACEH TENGAH","KUTE PANANG","SEGENE BALIK "
"ACEH","ACEH TENGAH","KUTE PANANG","TAPAK MOGE "
"ACEH","ACEH TENGAH","KUTE PANANG","TAPAK MOGE TIMUR "
"ACEH","ACEH TENGAH","KUTE PANANG","TAWAR MIKO "
"ACEH","ACEH TENGAH","KUTE PANANG","TAWARDI "
"ACEH","ACEH TENGAH","KUTE PANANG","TIMANG RASA "
"ACEH","ACEH TENGAH","KUTE PANANG","WIH NONGKAL "
"ACEH","ACEH TENGAH","KUTE PANANG","WIH NONGKAL TOA "
"ACEH","ACEH TENGAH","LINGE","ANTARA "
"ACEH","ACEH TENGAH","LINGE","ARUL ITEM "
"ACEH","ACEH TENGAH","LINGE","DELUNG SEKINEL "
"ACEH","ACEH TENGAH","LINGE","DESPOT LINGE "
"ACEH","ACEH TENGAH","LINGE","GELAMPANG GADING "
"ACEH","ACEH TENGAH","LINGE","GEMBOYAH "
"ACEH","ACEH TENGAH","LINGE","GEWAT "
"ACEH","ACEH TENGAH","LINGE","ISE-ISE "
"ACEH","ACEH TENGAH","LINGE","JAMAT "
"ACEH","ACEH TENGAH","LINGE","KEMERLENG "
"ACEH","ACEH TENGAH","LINGE","KUTE BARU "
"ACEH","ACEH TENGAH","LINGE","KUTE KERAMIL "
"ACEH","ACEH TENGAH","LINGE","KUTE RAYANG "
"ACEH","ACEH TENGAH","LINGE","KUTE REJE "
"ACEH","ACEH TENGAH","LINGE","KUTE RIYEM "
"ACEH","ACEH TENGAH","LINGE","KUTE ROBEL "
"ACEH","ACEH TENGAH","LINGE","LINGE "
"ACEH","ACEH TENGAH","LINGE","LUMUT "
"ACEH","ACEH TENGAH","LINGE","MUNGKUR "
"ACEH","ACEH TENGAH","LINGE","OWAQ "
"ACEH","ACEH TENGAH","LINGE","PANTAN NANGKA "
"ACEH","ACEH TENGAH","LINGE","PANTAN REDUK "
"ACEH","ACEH TENGAH","LINGE","PENARUN "
"ACEH","ACEH TENGAH","LINGE","REJE PAYUNG "
"ACEH","ACEH TENGAH","LINGE","SIMPANG TIGE UNING "
"ACEH","ACEH TENGAH","LINGE","UMANG "
"ACEH","ACEH TENGAH","LUT TAWAR","ASIR ASIR "
"ACEH","ACEH TENGAH","LUT TAWAR","ASIR ASIR ASIA "
"ACEH","ACEH TENGAH","LUT TAWAR","BALE ATU "
"ACEH","ACEH TENGAH","LUT TAWAR","BUJANG "
"ACEH","ACEH TENGAH","LUT TAWAR","GUNUNG SUKU "
"ACEH","ACEH TENGAH","LUT TAWAR","HAKIM BALE BUJANG "
"ACEH","ACEH TENGAH","LUT TAWAR","KENAWAT "
"ACEH","ACEH TENGAH","LUT TAWAR","KUTENI REJE "
"ACEH","ACEH TENGAH","LUT TAWAR","MERAH MERSA "
"ACEH","ACEH TENGAH","LUT TAWAR","PEDEMUN ONE ONE "
"ACEH","ACEH TENGAH","LUT TAWAR","RAWE "
"ACEH","ACEH TENGAH","LUT TAWAR","TAKENGON BARAT "
"ACEH","ACEH TENGAH","LUT TAWAR","TAKENGON TIMUR "
"ACEH","ACEH TENGAH","LUT TAWAR","TELUK ONE-ONE "
"ACEH","ACEH TENGAH","LUT TAWAR","TOWERAN TOA "
"ACEH","ACEH TENGAH","LUT TAWAR","TOWEREN ANTARA "
"ACEH","ACEH TENGAH","LUT TAWAR","TOWEREN UKEN "
"ACEH","ACEH TENGAH","LUT TAWAR","WAQ TOWEREN "
"ACEH","ACEH TENGAH","PEGASING","ARUL BADAK "
"ACEH","ACEH TENGAH","PEGASING","BERAWANG BARO "
"ACEH","ACEH TENGAH","PEGASING","BLANG BEBANGKA "
"ACEH","ACEH TENGAH","PEGASING","GELELUNGI "
"ACEH","ACEH TENGAH","PEGASING","IE RELOP "
"ACEH","ACEH TENGAH","PEGASING","JEJEM "
"ACEH","ACEH TENGAH","PEGASING","JURUSEN "
"ACEH","ACEH TENGAH","PEGASING","KALA PEGASING "
"ACEH","ACEH TENGAH","PEGASING","KAYU KUL "
"ACEH","ACEH TENGAH","PEGASING","KEDELAH "
"ACEH","ACEH TENGAH","PEGASING","KUNG "
"ACEH","ACEH TENGAH","PEGASING","KUTE LINTANG "
"ACEH","ACEH TENGAH","PEGASING","LELUMU "
"ACEH","ACEH TENGAH","PEGASING","LINUNG AYU "
"ACEH","ACEH TENGAH","PEGASING","PANANGAN MATA "
"ACEH","ACEH TENGAH","PEGASING","PANTAN MUSARA "
"ACEH","ACEH TENGAH","PEGASING","PAYA JEGET "
"ACEH","ACEH TENGAH","PEGASING","PEDEKOK "
"ACEH","ACEH TENGAH","PEGASING","PEGASING "
"ACEH","ACEH TENGAH","PEGASING","PEPALANG "
"ACEH","ACEH TENGAH","PEGASING","SIMPANG KELAPING "
"ACEH","ACEH TENGAH","PEGASING","SUKA DAMAI "
"ACEH","ACEH TENGAH","PEGASING","TEBUK "
"ACEH","ACEH TENGAH","PEGASING","TERANG ULEN "
"ACEH","ACEH TENGAH","PEGASING","UJUNG GELE "
"ACEH","ACEH TENGAH","PEGASING","UNING "
"ACEH","ACEH TENGAH","PEGASING","URING "
"ACEH","ACEH TENGAH","PEGASING","WIH ILANG "
"ACEH","ACEH TENGAH","PEGASING","WIH LAH "
"ACEH","ACEH TENGAH","PEGASING","WIH NAREH "
"ACEH","ACEH TENGAH","PEGASING","WIH TERJUN "
"ACEH","ACEH TENGAH","RUSIP ANTARA","ARUL PERTIK "
"ACEH","ACEH TENGAH","RUSIP ANTARA","ATU SINGKIH "
"ACEH","ACEH TENGAH","RUSIP ANTARA","KERAWANG "
"ACEH","ACEH TENGAH","RUSIP ANTARA","KUALA RAWA "
"ACEH","ACEH TENGAH","RUSIP ANTARA","LUT JAYA "
"ACEH","ACEH TENGAH","RUSIP ANTARA","MEKAR MAJU "
"ACEH","ACEH TENGAH","RUSIP ANTARA","MEURANDEH PAYA "
"ACEH","ACEH TENGAH","RUSIP ANTARA","PANTAN BENER "
"ACEH","ACEH TENGAH","RUSIP ANTARA","PANTAN TENGAH "
"ACEH","ACEH TENGAH","RUSIP ANTARA","PAYA TAMPU "
"ACEH","ACEH TENGAH","RUSIP ANTARA","PILAR "
"ACEH","ACEH TENGAH","RUSIP ANTARA","PILAR JAYA "
"ACEH","ACEH TENGAH","RUSIP ANTARA","PILAR WIH KIRI "
"ACEH","ACEH TENGAH","RUSIP ANTARA","RUSIP "
"ACEH","ACEH TENGAH","RUSIP ANTARA","TANJUNG "
"ACEH","ACEH TENGAH","RUSIP ANTARA","TIRMI ARA "
"ACEH","ACEH TENGAH","SILIH NARA","ARUL GELE "
"ACEH","ACEH TENGAH","SILIH NARA","ARUL KUMER "
"ACEH","ACEH TENGAH","SILIH NARA","ARUL KUMER BARAT "
"ACEH","ACEH TENGAH","SILIH NARA","ARUL KUMER SELATAN "
"ACEH","ACEH TENGAH","SILIH NARA","ARUL KUMER TIMUR "
"ACEH","ACEH TENGAH","SILIH NARA","ARUL PUTIH "
"ACEH","ACEH TENGAH","SILIH NARA","ARUL RELEM "
"ACEH","ACEH TENGAH","SILIH NARA","BIUS UTAMA "
"ACEH","ACEH TENGAH","SILIH NARA","BURNI BIUS "
"ACEH","ACEH TENGAH","SILIH NARA","BURNI BIUS BARU "
"ACEH","ACEH TENGAH","SILIH NARA","GENTING GERBANG "
"ACEH","ACEH TENGAH","SILIH NARA","GUNUNG SINGIT "
"ACEH","ACEH TENGAH","SILIH NARA","JERATA "
"ACEH","ACEH TENGAH","SILIH NARA","MEKAR INDAH "
"ACEH","ACEH TENGAH","SILIH NARA","MULIE JADI "
"ACEH","ACEH TENGAH","SILIH NARA","PAYA BEKE "
"ACEH","ACEH TENGAH","SILIH NARA","PAYA PELU "
"ACEH","ACEH TENGAH","SILIH NARA","PEPAYUNGEN ANGKUP "
"ACEH","ACEH TENGAH","SILIH NARA","REBE GEDUNG "
"ACEH","ACEH TENGAH","SILIH NARA","REMESEN "
"ACEH","ACEH TENGAH","SILIH NARA","REREMAL "
"ACEH","ACEH TENGAH","SILIH NARA","RUTIH "
"ACEH","ACEH TENGAH","SILIH NARA","SANEHEN "
"ACEH","ACEH TENGAH","SILIH NARA","SEMELIT MUTIARA "
"ACEH","ACEH TENGAH","SILIH NARA","SIMPANG KEMILI "
"ACEH","ACEH TENGAH","SILIH NARA","TENEBUK KAMPUNG BARU "
"ACEH","ACEH TENGAH","SILIH NARA","TERANG ENGON "
"ACEH","ACEH TENGAH","SILIH NARA","WIH BERSIH "
"ACEH","ACEH TENGAH","SILIH NARA","WIH PESAM "
"ACEH","ACEH TENGAH","SILIH NARA","WIH PORAK "
"ACEH","ACEH TENGAH","SILIH NARA","WIH SAGI INDAH "
"ACEH","ACEH TENGAH","SILIH NARA","WIHNI BAKONG "
"ACEH","ACEH TENGAH","SILIH NARA","WIHNI DURIN "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","CINTA DAMAI "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","CINTA MAKMUR "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","DESKY JAYA "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","KUTE BAKTI "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","KUTE MAKMUR "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","LAWE DESKY I "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","LAWE DESKY SABAS "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","LAWE DESKY TONGAH "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","LAWE MANTIK "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","LAWE PERBUNGA "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","LAWE TAWAKH "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","MUARA SETIA "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","MUARA SITULEN "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","PARDAMEAN "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","PARDOMUAN I "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","PARDOMUAN II "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","PINTU ALAS "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","SABILUSSALAM "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","SEJAHTERA "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","SEJAHTERA BARU "
"ACEH","ACEH TENGGARA","BABUL MAKMUR","TANOH ALAS "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","ALAS MESIKHAT "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","ALUKH BAKHU "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","ALUR BANING "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","DOLOK NAULI "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","KHAMBUNG TUBUNG "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","KUTE LANG-LANG "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","LAWE MALUM "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","LAWE SUMUR "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","LINGGE ALAS "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","LUMBAN SITIO TIO "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","LUMBAN TUA "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","MERANTI "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","MUTIARA DAMAI "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","PERDAMEAN"
"ACEH","ACEH TENGGARA","BABUL RAHMAH","PENGUHAPAN "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","PINGGAN MBELANG "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","SALIM PIPIT "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","SEPEKHINDING "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","SIGAI INDAH "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","SUMUKH ALAS "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","TANOH SUBUKH "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","TITE HAKHAPEN "
"ACEH","ACEH TENGGARA","BABUL RAHMAH","TITI MAS "
