"Provinsi","Kabupaten","Kecamatan ","Kelurahan"
"ACEH","ACEH SELATAN","BAKONGAN TIMUR","UJONG PULO RAYEUK "
"ACEH","ACEH SELATAN","MEUKEK","ALUE BARO "
"ACEH","ACEH SELATAN","MEUKEK","ALUE MEUTUAH "
"ACEH","ACEH SELATAN","MEUKEK","ARUN TUNGGAI "
"ACEH","ACEH SELATAN","MEUKEK","BLANG BLADEH "
"ACEH","ACEH SELATAN","MEUKEK","BLANG KUALA "
"ACEH","ACEH SELATAN","MEUKEK","BLANG TEUNGOH "
"ACEH","ACEH SELATAN","MEUKEK","BUKET MEUH "
"ACEH","ACEH SELATAN","MEUKEK","DRIEN JALO "
"ACEH","ACEH SELATAN","MEUKEK","IE BUBOH "
"ACEH","ACEH SELATAN","MEUKEK","IE DINGEN "
"ACEH","ACEH SELATAN","MEUKEK","JAMBO PAPEUN "
"ACEH","ACEH SELATAN","MEUKEK","KEUDE MEUKEK "
"ACEH","ACEH SELATAN","MEUKEK","KUTA BARO "
"ACEH","ACEH SELATAN","MEUKEK","KUTA BULOH I "
"ACEH","ACEH SELATAN","MEUKEK","KUTA BULOH II "
"ACEH","ACEH SELATAN","MEUKEK","LABUHAN TAROK "
"ACEH","ACEH SELATAN","MEUKEK","LABUHAN TAROK II "
"ACEH","ACEH SELATAN","MEUKEK","LADANG BARO "
"ACEH","ACEH SELATAN","MEUKEK","LADANG TUHA "
"ACEH","ACEH SELATAN","MEUKEK","LHOK AMAN "
"ACEH","ACEH SELATAN","MEUKEK","LHOK MAMPLAM "
"ACEH","ACEH SELATAN","MEUKEK","ROT TEUNGOH "
"ACEH","ACEH SELATAN","MEUKEK","TANJUNG HARAPAN "
"ACEH","ACEH SELATAN","PASIE RAJA","GAMPONG BARO "
"ACEH","ACEH SELATAN","PASIE RAJA","IE MIRAH "
"ACEH","ACEH SELATAN","PASIE RAJA","KAMPUNG BARU "
"ACEH","ACEH SELATAN","PASIE RAJA","KRUENG KALEE "
"ACEH","ACEH SELATAN","PASIE RAJA","LADANG TEUNGOH "
"ACEH","ACEH SELATAN","PASIE RAJA","LADANG TUHA "
"ACEH","ACEH SELATAN","PASIE RAJA","LHOK SIALANG CUT "
"ACEH","ACEH SELATAN","PASIE RAJA","LHOK SIALANG RAYEUK "
"ACEH","ACEH SELATAN","PASIE RAJA","MATA IE "
"ACEH","ACEH SELATAN","PASIE RAJA","PANTE RAJA "
"ACEH","ACEH SELATAN","PASIE RAJA","PANTON BILI "
"ACEH","ACEH SELATAN","PASIE RAJA","PASIE RASIAN "
"ACEH","ACEH SELATAN","PASIE RAJA","PAYA ATEUK "
"ACEH","ACEH SELATAN","PASIE RAJA","PUCOK KRUENG "
"ACEH","ACEH SELATAN","PASIE RAJA","PULO IE II "
"ACEH","ACEH SELATAN","PASIE RAJA","SEUNEUBOK "
"ACEH","ACEH SELATAN","PASIE RAJA","SILOLO "
"ACEH","ACEH SELATAN","PASIE RAJA","TEUPIN GAJAH "
"ACEH","ACEH SELATAN","PASIE RAJA","UJUNG BATEE "
"ACEH","ACEH SELATAN","PASIE RAJA","UJUNG PADANG ASAHAN "
"ACEH","ACEH SELATAN","PASIE RAJA","UJUNG PADANG RASIAN "
"ACEH","ACEH SELATAN","SAMADUA","AIR SIALANG HILIR "
"ACEH","ACEH SELATAN","SAMADUA","AIR SIALANG HULU "
"ACEH","ACEH SELATAN","SAMADUA","AIR SIALANG TENGAH "
"ACEH","ACEH SELATAN","SAMADUA","ALUR PINANG "
"ACEH","ACEH SELATAN","SAMADUA","ALUR SEUMERAH "
"ACEH","ACEH SELATAN","SAMADUA","ARAFAH "
"ACEH","ACEH SELATAN","SAMADUA","BALAI "
"ACEH","ACEH SELATAN","SAMADUA","BARU "
"ACEH","ACEH SELATAN","SAMADUA","BATEE TUNGGAI "
"ACEH","ACEH SELATAN","SAMADUA","DALAM "
"ACEH","ACEH SELATAN","SAMADUA","GADANG "
"ACEH","ACEH SELATAN","SAMADUA","GUNUNG CUT "
"ACEH","ACEH SELATAN","SAMADUA","GUNUNG KETEK "
"ACEH","ACEH SELATAN","SAMADUA","JILATANG "
"ACEH","ACEH SELATAN","SAMADUA","KUTA BARU "
"ACEH","ACEH SELATAN","SAMADUA","KUTA BLANG "
"ACEH","ACEH SELATAN","SAMADUA","LADANG KASIK PUTIH "
"ACEH","ACEH SELATAN","SAMADUA","LADANG PANTON LUAS "
"ACEH","ACEH SELATAN","SAMADUA","LUAR "
"ACEH","ACEH SELATAN","SAMADUA","LUBUK LAYU "
"ACEH","ACEH SELATAN","SAMADUA","MADAT "
"ACEH","ACEH SELATAN","SAMADUA","PAYONAN GADANG "
"ACEH","ACEH SELATAN","SAMADUA","SUAQ HULU "
"ACEH","ACEH SELATAN","SAMADUA","SUBARANG "
"ACEH","ACEH SELATAN","SAMADUA","TAMPANG "
"ACEH","ACEH SELATAN","SAMADUA","TENGAH "
"ACEH","ACEH SELATAN","SAMADUA","UJUNG KAMPUNG "
"ACEH","ACEH SELATAN","SAMADUA","UJUNG TANAH "
"ACEH","ACEH SELATAN","SAWANG","BLANG GEULINGGANG "
"ACEH","ACEH SELATAN","SAWANG","KUTA BARO "
"ACEH","ACEH SELATAN","SAWANG","LHOK PAWOH "
"ACEH","ACEH SELATAN","SAWANG","MEULIGO "
"ACEH","ACEH SELATAN","SAWANG","MUTIARA "
"ACEH","ACEH SELATAN","SAWANG","PANTON LUAS "
"ACEH","ACEH SELATAN","SAWANG","SAWANG BA'U "
"ACEH","ACEH SELATAN","SAWANG","SAWANG I "
"ACEH","ACEH SELATAN","SAWANG","SAWANG II "
"ACEH","ACEH SELATAN","SAWANG","SIKULAT "
"ACEH","ACEH SELATAN","SAWANG","SIMPANG TIGA "
"ACEH","ACEH SELATAN","SAWANG","TRIENG MEUDEURO BAROH "
"ACEH","ACEH SELATAN","SAWANG","TRIENG MEUDEURO TUNONG "
"ACEH","ACEH SELATAN","SAWANG","UJUNG KARANG "
"ACEH","ACEH SELATAN","SAWANG","UJUNG PADANG "
"ACEH","ACEH SELATAN","TAPAK TUAN","AIR BERUDANG "
"ACEH","ACEH SELATAN","TAPAK TUAN","AIR PINANG "
"ACEH","ACEH SELATAN","TAPAK TUAN","BATU ITAM "
"ACEH","ACEH SELATAN","TAPAK TUAN","GUNUNG KERAMBIL "
"ACEH","ACEH SELATAN","TAPAK TUAN","HILIR "
"ACEH","ACEH SELATAN","TAPAK TUAN","HULU "
"ACEH","ACEH SELATAN","TAPAK TUAN","JAMBO APHA "
"ACEH","ACEH SELATAN","TAPAK TUAN","LHOK BENGKUANG "
"ACEH","ACEH SELATAN","TAPAK TUAN","LHOK BENGKUANG TIMUR "
"ACEH","ACEH SELATAN","TAPAK TUAN","LHOK KEUTAPANG "
"ACEH","ACEH SELATAN","TAPAK TUAN","LHOK RUKAM "
"ACEH","ACEH SELATAN","TAPAK TUAN","PADANG "
"ACEH","ACEH SELATAN","TAPAK TUAN","PANJUPIAN "
"ACEH","ACEH SELATAN","TAPAK TUAN","PANTON LUAS "
"ACEH","ACEH SELATAN","TAPAK TUAN","PASAR "
"ACEH","ACEH SELATAN","TAPAK TUAN","TEPI AIR "
"ACEH","ACEH SELATAN","TRUMON","GAMPONG TEUNGOH "
"ACEH","ACEH SELATAN","TRUMON","IE MEUDAMA "
"ACEH","ACEH SELATAN","TRUMON","KEUDE TRUMON "
"ACEH","ACEH SELATAN","TRUMON","KUTA BARO "
"ACEH","ACEH SELATAN","TRUMON","KUTA PADANG "
"ACEH","ACEH SELATAN","TRUMON","PADANG HARAPAN "
"ACEH","ACEH SELATAN","TRUMON","PANTON BILIE "
"ACEH","ACEH SELATAN","TRUMON","RAKET "
"ACEH","ACEH SELATAN","TRUMON","SEUNEUBOK JAYA "
"ACEH","ACEH SELATAN","TRUMON","SIGLENG "
"ACEH","ACEH SELATAN","TRUMON","TEUPIN TINGGI "
"ACEH","ACEH SELATAN","TRUMON","UJONG TANOH "
"ACEH","ACEH SINGKIL","DANAU PARIS","BISKANG "
"ACEH","ACEH SINGKIL","DANAU PARIS","LAE BALNO "
"ACEH","ACEH SINGKIL","DANAU PARIS","NAPA GALUH "
"ACEH","ACEH SINGKIL","DANAU PARIS","SIKORAN "
"ACEH","ACEH SINGKIL","DANAU PARIS","SITUBAN MAKMUR "
"ACEH","ACEH SINGKIL","DANAU PARIS","SITUBUH-TUBUH "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","BLOK 15 "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","BLOK 18 "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","BLOK 31 "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","BLOK VI BARU "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","BUKIT HARAPAN "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","CINGKAM "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","GUNUNG LAGAN "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","LABUHAN KERA "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","LAE BUTAR "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","PANDAN SARI "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","PENJAHITAN "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","PERANGUSAN "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","PERTAMPAKAN "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","RIMO "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","SANGGA BERU SILULUSAN "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","SEBATANG "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","SEPING BARU "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","SIANJO-ANJO MERIAH "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","SIDOREJO "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","SUKA MAKMUR "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","TANAH BARA "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","TANAH MERAH "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","TANJUNG BETIK "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","TULAAN "
"ACEH","ACEH SINGKIL","GUNUNG MERIAH","TUNAS HARAPAN "
"ACEH","ACEH SINGKIL","KOTA BAHARU","BUTAR "
"ACEH","ACEH SINGKIL","KOTA BAHARU","DANAU BUNGARA "
"ACEH","ACEH SINGKIL","KOTA BAHARU","LADANG BISIK "
"ACEH","ACEH SINGKIL","KOTA BAHARU","LAPAHAN BUAYA "
"ACEH","ACEH SINGKIL","KOTA BAHARU","LENTONG "
"ACEH","ACEH SINGKIL","KOTA BAHARU","MUARA PEA "
"ACEH","ACEH SINGKIL","KOTA BAHARU","MUKTI LINCIR "
"ACEH","ACEH SINGKIL","KOTA BAHARU","SAMAR DUA "
"ACEH","ACEH SINGKIL","KOTA BAHARU","SUMBER MUKTI "
"ACEH","ACEH SINGKIL","KUALA BARU","KAYU MENANG "
"ACEH","ACEH SINGKIL","KUALA BARU","KUALA BARU LAUT "
"ACEH","ACEH SINGKIL","KUALA BARU","KUALA BARU SUNGAI "
"ACEH","ACEH SINGKIL","KUALA BARU","SUKA JAYA "
"ACEH","ACEH SINGKIL","PULAU BANYAK","PULAU BAGUK "
"ACEH","ACEH SINGKIL","PULAU BANYAK","PULAU BALAI "
"ACEH","ACEH SINGKIL","PULAU BANYAK","TELUK NIBUNG "
"ACEH","ACEH SINGKIL","PULAU BANYAK BARAT","ASAN TOLA "
"ACEH","ACEH SINGKIL","PULAU BANYAK BARAT","HALOBAN "
"ACEH","ACEH SINGKIL","PULAU BANYAK BARAT","SUKA MAKMUR "
"ACEH","ACEH SINGKIL","PULAU BANYAK BARAT","UJUNG SIALIT "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","CIBUBUKAN "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","GUHA "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","KAIN GOLONG "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","KUTA BATU "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","KUTA KERANGAN "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","KUTA TINGGI "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","LAE GAMBIR "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","LAE GECIH "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","LAE NIPE "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","LAE RIMAN "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","LIPAT KAJANG "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","LIPAT KAJANG ATAS "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","PAKIRAMAN "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","PANDAN SARI "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","PANGI "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","PERTABAS "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","SERASAH "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","SIATAS "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","SIDODADI "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","SILATONG "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","SUKAREJO "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","TANJUNG MAS "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","TUGAN "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","TUH TUHAN "
"ACEH","ACEH SINGKIL","SIMPANG KANAN","UJUNG LIMUS "
"ACEH","ACEH SINGKIL","SINGKIL","KILANGAN "
"ACEH","ACEH SINGKIL","SINGKIL","KOTA SIMBOLING "
"ACEH","ACEH SINGKIL","SINGKIL","PASAR SINGKIL "
"ACEH","ACEH SINGKIL","SINGKIL","PEA BUMBUNG "
"ACEH","ACEH SINGKIL","SINGKIL","PEMUKA "
"ACEH","ACEH SINGKIL","SINGKIL","PULO SAROK "
"ACEH","ACEH SINGKIL","SINGKIL","RANTAU GEDANG "
"ACEH","ACEH SINGKIL","SINGKIL","SELOK ACEH "
"ACEH","ACEH SINGKIL","SINGKIL","SITI AMBIA "
"ACEH","ACEH SINGKIL","SINGKIL","SUKA DAMAI "
"ACEH","ACEH SINGKIL","SINGKIL","SUKA MAKMUR "
"ACEH","ACEH SINGKIL","SINGKIL","TAKAL PASIR "
"ACEH","ACEH SINGKIL","SINGKIL","TELUK AMBON "
"ACEH","ACEH SINGKIL","SINGKIL","TELUK RUMBIA "
"ACEH","ACEH SINGKIL","SINGKIL","UJUNG "
"ACEH","ACEH SINGKIL","SINGKIL","UJUNG BAWANG "
"ACEH","ACEH SINGKIL","SINGKIL UTARA","GOSONG TELAGA BARAT "
"ACEH","ACEH SINGKIL","SINGKIL UTARA","GOSONG TELAGA SELATAN "
"ACEH","ACEH SINGKIL","SINGKIL UTARA","GOSONG TELAGA TIMUR "
"ACEH","ACEH SINGKIL","SINGKIL UTARA","GOSONG TELAGA UTARA "
"ACEH","ACEH SINGKIL","SINGKIL UTARA","KAMPUNG BARU "
"ACEH","ACEH SINGKIL","SINGKIL UTARA","KETAPANG INDAH "
"ACEH","ACEH SINGKIL","SINGKIL UTARA","TELAGA BAKTI "
"ACEH","ACEH SINGKIL","SINGKOHOR","LAE PINANG "
"ACEH","ACEH SINGKIL","SINGKOHOR","LAE SIPOLA "
"ACEH","ACEH SINGKIL","SINGKOHOR","MUKTI JAYA "
"ACEH","ACEH SINGKIL","SINGKOHOR","PEA JAMBU "
"ACEH","ACEH SINGKIL","SINGKOHOR","SINGKOHOR "
"ACEH","ACEH SINGKIL","SINGKOHOR","SRIKAYU "
"ACEH","ACEH SINGKIL","SURO MAKMUR","ALUR LINCI "
"ACEH","ACEH SINGKIL","SURO MAKMUR","BULU ARA "
"ACEH","ACEH SINGKIL","SURO MAKMUR","BULU SEMA "
"ACEH","ACEH SINGKIL","SURO MAKMUR","KERAS "
"ACEH","ACEH SINGKIL","SURO MAKMUR","KETANGKUHAN "
"ACEH","ACEH SINGKIL","SURO MAKMUR","LAE BANGUN "
"ACEH","ACEH SINGKIL","SURO MAKMUR","MANDUMPANG "
"ACEH","ACEH SINGKIL","SURO MAKMUR","PANGKALAN SULAMPI "
"ACEH","ACEH SINGKIL","SURO MAKMUR","SIOMPIN "
"ACEH","ACEH SINGKIL","SURO MAKMUR","SIRIMO MUNGKUR "
"ACEH","ACEH SINGKIL","SURO MAKMUR","SURO BARU "
"ACEH","ACEH TAMIANG","BANDA MULIA","ALUR NUNANG "
"ACEH","ACEH TAMIANG","BANDA MULIA","KAMPUNG BESAR "
"ACEH","ACEH TAMIANG","BANDA MULIA","MATANG SEPING "
"ACEH","ACEH TAMIANG","BANDA MULIA","PAYA RAHAT "
"ACEH","ACEH TAMIANG","BANDA MULIA","SUKA DAMAI "
"ACEH","ACEH TAMIANG","BANDA MULIA","SUKA JADI "
"ACEH","ACEH TAMIANG","BANDA MULIA","SUKA MULIA UPAH "
"ACEH","ACEH TAMIANG","BANDA MULIA","TANJUNG KEURAMAT "
"ACEH","ACEH TAMIANG","BANDA MULIA","TELAGA MEUKU DUA "
"ACEH","ACEH TAMIANG","BANDA MULIA","TELAGA MEUKU SA "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","ALUR JAMBU "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","ARAS SEMBILAN "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","BABO "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","BATANG ARA "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","BATU BEDULANG "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","BENGKELANG "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","BLANG KANDIS "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","JAMBO RAMBONG "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","PANTAI CEMPA "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","PENGIDAM "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","PERKEBUNAN ALUR JAMBU "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","PERUPUK "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","RANTAU BINTANG "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","SERBA "
"ACEH","ACEH TAMIANG","BANDAR PUSAKA","SUNTING "
"ACEH","ACEH TAMIANG","BENDAHARA","ALUE CANTEK "
"ACEH","ACEH TAMIANG","BENDAHARA","BALAI "
"ACEH","ACEH TAMIANG","BENDAHARA","BANDAR BARU "
"ACEH","ACEH TAMIANG","BENDAHARA","BANDAR KHALIFAH "
"ACEH","ACEH TAMIANG","BENDAHARA","CINTA RAJA "
"ACEH","ACEH TAMIANG","BENDAHARA","KUALA GENTING "
"ACEH","ACEH TAMIANG","BENDAHARA","KUALA PENAGA "
"ACEH","ACEH TAMIANG","BENDAHARA","LAMBUNG BLANG "
"ACEH","ACEH TAMIANG","BENDAHARA","LUBUK BATIL "
"ACEH","ACEH TAMIANG","BENDAHARA","MARLEMPANG "
"ACEH","ACEH TAMIANG","BENDAHARA","MATANG TEPAH "
"ACEH","ACEH TAMIANG","BENDAHARA","MESJID BENDAHARA "
"ACEH","ACEH TAMIANG","BENDAHARA","MESJID SUNGAI IYU "
"ACEH","ACEH TAMIANG","BENDAHARA","PERKEBUNAN SUNGAI IYU "
"ACEH","ACEH TAMIANG","BENDAHARA","PERKEBUNAN UPAH "
"ACEH","ACEH TAMIANG","BENDAHARA","RAJA "
"ACEH","ACEH TAMIANG","BENDAHARA","RANTAU PAKAM "
"ACEH","ACEH TAMIANG","BENDAHARA","SEUNEUBOK ACEH "
"ACEH","ACEH TAMIANG","BENDAHARA","SEUNEUBOK DALAM MESJID "
"ACEH","ACEH TAMIANG","BENDAHARA","SEUNEUBOK DALAM UPAH "
"ACEH","ACEH TAMIANG","BENDAHARA","SUKA MULIA BENDAHARA "
"ACEH","ACEH TAMIANG","BENDAHARA","TANJUNG "
"ACEH","ACEH TAMIANG","BENDAHARA","TANJUNG BINJAI "
"ACEH","ACEH TAMIANG","BENDAHARA","TANJUNG LIPAT I "
"ACEH","ACEH TAMIANG","BENDAHARA","TANJUNG LIPAT II "
"ACEH","ACEH TAMIANG","BENDAHARA","TANJUNG MULIA "
"ACEH","ACEH TAMIANG","BENDAHARA","TANJUNG PARIT "
"ACEH","ACEH TAMIANG","BENDAHARA","TELUK HALBAN "
"ACEH","ACEH TAMIANG","BENDAHARA","TELUK KEMIRI "
"ACEH","ACEH TAMIANG","BENDAHARA","TELUK KEPAYANG "
"ACEH","ACEH TAMIANG","BENDAHARA","TENGKU TINGGI "
"ACEH","ACEH TAMIANG","BENDAHARA","TUMPOK TENGAH "
"ACEH","ACEH TAMIANG","BENDAHARA","UPAH "
"ACEH","ACEH TAMIANG","KARANG BARU","AIR TENANG "
"ACEH","ACEH TAMIANG","KARANG BARU","ALUE LHOK "
"ACEH","ACEH TAMIANG","KARANG BARU","ALUR BAUNG "
"ACEH","ACEH TAMIANG","KARANG BARU","ALUR BEMBAN "
"ACEH","ACEH TAMIANG","KARANG BARU","ALUR SELALAS "
"ACEH","ACEH TAMIANG","KARANG BARU","BANAI "
"ACEH","ACEH TAMIANG","KARANG BARU","BUKIT KERANJI "
"ACEH","ACEH TAMIANG","KARANG BARU","BUKIT PANJANG "
"ACEH","ACEH TAMIANG","KARANG BARU","BUNDAR "
"ACEH","ACEH TAMIANG","KARANG BARU","DALAM "
"ACEH","ACEH TAMIANG","KARANG BARU","JOHAR "
"ACEH","ACEH TAMIANG","KARANG BARU","KEBUN AFDELING SELELEH "
"ACEH","ACEH TAMIANG","KARANG BARU","KEBUN MEDANG ARA "
"ACEH","ACEH TAMIANG","KARANG BARU","KEBUN TANAH TERBAN "
"ACEH","ACEH TAMIANG","KARANG BARU","KEBUN TANJUNG SEUMANTOH "
"ACEH","ACEH TAMIANG","KARANG BARU","KESEHATAN "
"ACEH","ACEH TAMIANG","KARANG BARU","MEDANG ARA "
"ACEH","ACEH TAMIANG","KARANG BARU","MENANGGINI "
"ACEH","ACEH TAMIANG","KARANG BARU","PAHLAWAN "
"ACEH","ACEH TAMIANG","KARANG BARU","PAYA AWE "
"ACEH","ACEH TAMIANG","KARANG BARU","PAYA KULBI "
"ACEH","ACEH TAMIANG","KARANG BARU","PAYA META "
"ACEH","ACEH TAMIANG","KARANG BARU","PAYA TAMPAH "
"ACEH","ACEH TAMIANG","KARANG BARU","RANTAU PANJANG "
"ACEH","ACEH TAMIANG","KARANG BARU","SIMPANG EMPAT "
"ACEH","ACEH TAMIANG","KARANG BARU","SUKA JADI "
"ACEH","ACEH TAMIANG","KARANG BARU","SUKA JADI PAYA BUJOK "
"ACEH","ACEH TAMIANG","KARANG BARU","TANAH TERBAN "
"ACEH","ACEH TAMIANG","KARANG BARU","TANJUNG KARANG "
"ACEH","ACEH TAMIANG","KARANG BARU","TANJUNG SEUMANTOH "
"ACEH","ACEH TAMIANG","KARANG BARU","TUPAH "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","ALUR SELEBU "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","BUKIT RATA "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","GERENGGAM "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","KAMPUNG JAWA "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","KARANG JADI "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","KEBUN SUNGAI LIPUT "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","PANGKALAN "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","PURWODADI "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","SEUMADAM "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","SIDODADI "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","SIMPANG KANAN "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","SUKA MAKMUR "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","SUNGAI LIPUT "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","TANJUNG GENTENG "
"ACEH","ACEH TAMIANG","KEJURUAN MUDA","TANJUNG MANCANG "
"ACEH","ACEH TAMIANG","KOTA KUALASIMPANG","BUKIT TEMPURUNG "
"ACEH","ACEH TAMIANG","KOTA KUALASIMPANG","KOTA KUALA SIMPANG "
"ACEH","ACEH TAMIANG","KOTA KUALASIMPANG","KOTA LINTANG "
"ACEH","ACEH TAMIANG","KOTA KUALASIMPANG","PERDAMAIAN "
"ACEH","ACEH TAMIANG","KOTA KUALASIMPANG","SRIWIJAYA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","ALUE IE PUTEH "
"ACEH","ACEH TAMIANG","MANYAK PAYED","ALUE SENTANG "
"ACEH","ACEH TAMIANG","MANYAK PAYED","BANDUNG JAYA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","BENTENG ANYER "
"ACEH","ACEH TAMIANG","MANYAK PAYED","BUKET PANYANG DUA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","BUKET PANYANG SA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","BUKIT PAYA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","DAGANG SETIA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","GEUDHAM "
"ACEH","ACEH TAMIANG","MANYAK PAYED","GEULANGGANG MERAK "
"ACEH","ACEH TAMIANG","MANYAK PAYED","IE BINTAH "
"ACEH","ACEH TAMIANG","MANYAK PAYED","KASEH SAYANG "
"ACEH","ACEH TAMIANG","MANYAK PAYED","KRUENG SIKAJANG "
"ACEH","ACEH TAMIANG","MANYAK PAYED","LHOK MEDANG ARA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","LUENG MANYO "
"ACEH","ACEH TAMIANG","MANYAK PAYED","MATANG ARA ACEH "
"ACEH","ACEH TAMIANG","MANYAK PAYED","MATANG ARA JAWA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","MATANG CINCIN "
"ACEH","ACEH TAMIANG","MANYAK PAYED","MESJID "
"ACEH","ACEH TAMIANG","MANYAK PAYED","MEUNASAH PAYA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","MEURANDEH "
"ACEH","ACEH TAMIANG","MANYAK PAYED","PAHLAWAN "
"ACEH","ACEH TAMIANG","MANYAK PAYED","PANDAN SARI "
"ACEH","ACEH TAMIANG","MANYAK PAYED","PAYA BARU "
"ACEH","ACEH TAMIANG","MANYAK PAYED","PAYA KETENGGAR "
"ACEH","ACEH TAMIANG","MANYAK PAYED","RAJA TUHA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","SAMPAIMAH "
"ACEH","ACEH TAMIANG","MANYAK PAYED","SAPTA MARGA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","SEUNEUBOK BARO "
"ACEH","ACEH TAMIANG","MANYAK PAYED","SEUNEUBOK CANTEK "
"ACEH","ACEH TAMIANG","MANYAK PAYED","SEUNEUBOK PIDIE "
"ACEH","ACEH TAMIANG","MANYAK PAYED","SEUNEUBOK PUNTI "
"ACEH","ACEH TAMIANG","MANYAK PAYED","SIMPANG LHEE "
"ACEH","ACEH TAMIANG","MANYAK PAYED","TANJONG NEURACA "
"ACEH","ACEH TAMIANG","MANYAK PAYED","TUALANG BARO "
"ACEH","ACEH TAMIANG","MANYAK PAYED","UJONG TANJONG "
"ACEH","ACEH TAMIANG","RANTAU","ALUR CUCUR "
